"severity","issueId","issueDescription","wcagConformance","url","context","howToFix","axeImpact","xpath","learnMore"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/contact-us/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/contact-us/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/contact-us/","<h1>Contact Us</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/coverage-rights","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/coverage-rights","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/coverage-rights","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/coverage-rights","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/coverage-rights","<h1>Your Coverage Rights</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/developers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/developers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/developers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/developers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/developers/","<h1>Devoted Health FHIR APIs</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/developers/fhir/swagger","<select><option value=""https"">https</option></select>","Element's background color could not be determined due to a background image","serious","select","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/disclaimers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Join a plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/disclaimers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Find doctors &amp; drugs</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/disclaimers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">My plan &amp; benefits</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/disclaimers/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Member support</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/disclaimers/","<h1>Disclaimers </h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Unirse a un plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Encontrar médicos y medicamentos</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Mi plan y beneficios</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Ayuda para miembros</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/","<h2>Ahorre más. Viva más.</h2>","Element's background color could not be determined due to a background image","serious",".backgroundHeroImage-module--textContent--36042 > div > h2","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/","<p>Devoted es un paquete completo de beneficios, ahorros y apoyo para que todos puedan vivir la vida que desean. Descubra por qué cientos eligen a Devoted. Llámenos para obtener una recomendación de plan.</p>","Element's background color could not be determined due to a background image","serious",".backgroundHeroImage-module--textContent--36042 > div > p:nth-child(2)","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/accesibilidad/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Unirse a un plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/accesibilidad/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Encontrar médicos y medicamentos</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/accesibilidad/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Mi plan y beneficios</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/accesibilidad/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Ayuda para miembros</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/accesibilidad/","<h1>Accesibilidad</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Unirse a un plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Encontrar médicos y medicamentos</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Mi plan y beneficios</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Ayuda para miembros</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<h1>Descubra la diferencia de Devoted Health</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<a href=""https://www.devoted.com/es/devoted-health-extras-es"" target=""undefined"" rel=""noopener noreferrer"">Conozca más sobre los beneficios adicionales</a>","Element's background color could not be determined because it partially overlaps other elements","serious","p:nth-child(5) > .primary-button > a[target=""undefined""][rel=""noopener noreferrer""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aprender-sobre-devoted-health","<a href=""https://www.devoted.com/es/encontrar-un-plan/"" target=""undefined"" rel=""noopener noreferrer"">Eche un vistazo a nuestros planes</a>","Element's background color could not be determined because it partially overlaps other elements","serious",".pageSection-module--wrapper--c1860.undefined:nth-child(4) > .gridTwoCol-module--wrapper--ea3c9 > .gridTwoCol-module--wide--1a69f.gridTwoCol-module--content--12f90.gridTwoCol-module--noBorder--dd2c3 > .row > .left > p:nth-child(3) > .primary-button > a[target=""undefined""][rel=""noopener noreferrer""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/area-servicio/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Unirse a un plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/area-servicio/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Encontrar médicos y medicamentos</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/area-servicio/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Mi plan y beneficios</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/area-servicio/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Ayuda para miembros</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/area-servicio/","<h1>Nuestra área de servicio</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aviso-no-discriminacion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Unirse a un plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aviso-no-discriminacion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Encontrar médicos y medicamentos</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aviso-no-discriminacion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Mi plan y beneficios</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aviso-no-discriminacion/","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Ayuda para miembros</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/aviso-no-discriminacion/","<h1>Aviso de no discriminación</h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Unirse a un plan</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(1) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Encontrar médicos y medicamentos</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(2) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Mi plan y beneficios</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(3) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<button role=""button"" aria-haspopup=""true"" class=""dropdownMenu-module--button--eeb9b "">Ayuda para miembros</button>","Element's background color could not be determined due to a background image","serious",".desktopNav-module--listItem--e20a2:nth-child(4) > .dropdownMenu-module--wrapper--bc3d0 > .dropdownMenu-module--button--eeb9b[role=""button""][aria-haspopup=""true""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<h1>Mis beneficios de Devoted </h1>","Element's background color could not be determined because it's partially obscured by another element","serious","h1","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""https://devoted.com/es/encontrar-plan-docs/"" target=""undefined"" rel=""noopener noreferrer"">Explore los beneficios de su plan</a>","Element's background color could not be determined because it partially overlaps other elements","serious",".gridTwoCol-module--wide--1a69f > .row > .left > p:nth-child(3) > .primary-button > a[target=""undefined""][rel=""noopener noreferrer""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""https://devoted.com/es/encontrar-plan-docs/"" target=""undefined"" rel=""noopener noreferrer"">Busque los beneficios dentales de su plan</a>","Element's background color could not be determined because it partially overlaps other elements","serious",".pageSection-module--wrapper--c1860.undefined:nth-child(2) > .gridTwoCol-module--wrapper--ea3c9 > .gridTwoCol-module--split--93623.null.gridTwoCol-module--content--12f90 > .row > .right > div > p > .primary-button > a[target=""undefined""][rel=""noopener noreferrer""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""/es/alimentossaludables"">Conozca más acerca del beneficio de alimentos y vivienda (2024)</a>","Element's background color could not be determined because it partially overlaps other elements","serious",".primary-button > a[href$=""alimentossaludables""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""/es/alimentossaludables"">Conozca más acerca del beneficio de alimentos saludables (2023)</a>","Element's background color could not be determined because it partially overlaps other elements","serious",".secondary-button > a[href$=""alimentossaludables""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""/es/otc-es"">Conozca más acerca del beneficio de OTC</a>","Element's background color could not be determined because it partially overlaps other elements","serious","a[href$=""otc-es""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""https://devoted.com/es/medicamentos-receta"" target=""undefined"" rel=""noopener noreferrer"">Conozca más acerca de los beneficios de medicamentos con receta</a>","Element's background color could not be determined because it partially overlaps other elements","serious","p:nth-child(2) > .secondary-button > a[target=""undefined""][rel=""noopener noreferrer""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""/es/ppo-es"">Obtenga consejos para atención fuera de la red de los planes PPO</a>","Element's background color could not be determined because it partially overlaps other elements","serious","a[href$=""ppo-es""]","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
"needsReview","color-contrast","Elements must meet minimum color contrast ratio thresholds","wcag143","https://devoted.com/es/beneficios","<a href=""/es/salud-y-bienestar/beneficios-de-salud-mental-y-del-comportamiento"">Conozca más acerca de los beneficios de salud mental</a>","Element's background color could not be determined because it partially overlaps other elements","serious",".pageSection-module--wrapper--c1860.undefined:nth-child(7) > .gridTwoCol-module--wrapper--ea3c9 > .gridTwoCol-module--split--93623.null.gridTwoCol-module--content--12f90 > .row > .right > div > p:nth-child(2) > .secondary-button > a","https://dequeuniversity.com/rules/axe/4.8/color-contrast?application=purple-a11y"
